"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
11,1663787547.6,50,2022-09-21 14:12:27,14:12:27,5,"a_y_210_96","ozzie",1663787544.8,0.00281725872408202,2.81725872408203,-3.77071476408479,422.953104748342,447.811543306828,40.5235183064161,38.274019817487,0.168501968163538,2.75676375478096,0.16298217362594,0.102344727220949,0.00015962074799999,25.6832675180384,25.6832675180384,3.31153296163472,51.6709789205984,1.79141458650348,3.46696467519283,1.52011837513124,-124.241109732017,115.266149407841,8.93999537534499,-0.0348053280835501,-3.72684155488681,2.71253699989472,-3.77071476408479,426.949669407351,431.526145454545,0.00505089039842067,65.2956817335948,2.81725872408203,16.6114384414893,19.8231963636364,0.0116808339212001,119.533659638107,0,0,1,0,47611,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787544.8,422.9531,419.8582,19.79631,16.6063,416.453,19.50108,500.0935,90.39242,0.09992865,26.45883,25.02609,999.9,0,0,10007.5,0,0.2316888,3.095059,431.4953,426.9482,3.190011,419.8582,16.6063,1.789438,1.501083,15.69481,12.97919,0.00100013,0,0,0,725.2,0.00100013,-10.05,0.5,35.8498,40.812,37.8624,41.9496,38.4496,0,0,0,1663787545,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.088355,0.243311144465287,0.108633401401227,0,3.27954525,-0.823470956848037,0.0820381217175131,0,0,2,"0/2",2.97384,2.75421,0.0907661,0.0914946,0.0902502,0.0804407,35416.2,38567.3,35301.4,38503.9,45546.2,51138.2,55184.9,61758.9,1.9742,1.8138,0.0133812,0,24.7995,999.9,46.557,30.806,22.979,60.7241,48.0168,1,-0.0146748,0.132331,20.1341,5.20291,12.0099,4.9756,3.294,9999,9999,706.2,9999,1.8635,1.86829,1.86804,1.8692,1.86999,1.86615,1.86716,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.499,0.2966,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51831.7,51831.6,1.01074,2.63184,1.54785,2.30103,1.34644,2.29004,35.3133,23.9737,18,496.798,395.779,26.1232,27.0056,29.9969,27.0222,26.9662,20.262,30.7517,31.6358,26.2918,420,16.7421,102.367,102.799,6
12,1663787552.6,55,2022-09-21 14:12:32,14:12:32,5,"a_y_210_96","ozzie",1663787550.1,0.00280688345640256,2.80688345640256,-3.75126229582772,422.968893609617,447.644647584449,40.5070614277893,38.2741691382708,0.168775795772348,2.75619250602521,0.163237256639377,0.102505760332948,0.00015962074799999,25.6706032192623,25.6706032192623,3.30904625483273,51.8782335282657,1.79697117533152,3.46382490905833,1.51207507950122,-123.783560427353,114.841209744617,8.90763090605851,-0.0345601559297535,-3.72084848271416,2.71474442272397,-3.75126229582772,427.012253655016,431.573624242424,0.00339765650552874,65.2956817335948,2.80688345640256,16.6773666754232,19.8811478787879,0.0112130553595992,119.533659638107,0,0,1,0,47657,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787550.1,422.968888888889,419.882,19.8583777777778,16.6656111111111,416.468777777778,19.5604888888889,500.036666666667,90.3894666666667,0.0998570555555556,26.4434666666667,25.0137777777778,999.9,0,0,10004.4444444444,0,0.460926111111111,3.08684,431.538444444445,426.998333333333,3.19277,419.882,16.6656111111111,1.79498777777778,1.50639777777778,15.7432222222222,13.0332111111111,0.00100013,0,0,0,723.333333333333,0.00100013,-10.2222222222222,-1.38888888888889,35.875,40.868,37.875,42.0137777777778,38.5,0,0,0,1663787549.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.06774475,0.114731144465283,0.107899318556409,0,3.2332765,-0.493084502814267,0.0578767031088503,0,0,2,"0/2",2.97384,2.75418,0.0907739,0.0914566,0.090447,0.080748,35417,38569.5,35302.4,38504.4,45537.4,51122,55186.3,61760.1,1.9742,1.8142,0.0118613,0,24.8078,999.9,46.533,30.806,22.9686,60.7641,48.1931,1,-0.0169512,-0.174314,20.1324,5.20172,12.0099,4.9756,3.2938,9999,9999,706.2,9999,1.86346,1.86829,1.86801,1.8692,1.87002,1.86612,1.86713,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.5,0.2992,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51831.7,51831.7,1.01074,2.62573,1.54785,2.30103,1.34644,2.33276,35.3133,23.9737,18,496.757,395.967,26.1762,27.0023,29.9978,27.0176,26.9617,20.2672,30.7517,31.6358,26.2746,420,16.7676,102.37,102.8,6
13,1663787727.1,229.5,2022-09-21 14:15:27,14:15:27,5,"a_n_0_111","ozzie",1663787724.35,0.00033324718043824,0.333247180438247,-1.25754267225325,421.325301566296,510.667021544544,46.2080578047029,38.1239106266844,0.019807473506879,2.75384639418123,0.0197286644481507,0.0123374697239792,0.00015962074799999,25.1225986809908,25.1225986809908,3.20299291664801,53.2855133765137,1.716097305126,3.22057008815907,1.48689561152201,-14.6962006573267,13.6456476900547,1.04990784095949,-0.00048550556448034,-1.30375614763505,0.410297965732637,-1.25754267225325,427.857244830295,429.444878787879,-0.0106370289823326,65.2680664700152,0.333247180438247,18.4789336983395,18.9465254545454,-0.00862456439852735,119.963237861193,0,0,1,0,48216,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787724.35,421.3253,419.9686,18.9654,18.48251,414.8353,18.70505,500.1344,90.38548,0.10021,25.21451,24.7264,999.9,0,0,9991,0,0.220656,1.356967,429.4706,427.8767,0.4828783,419.9686,18.48251,1.714198,1.670551,15.02557,14.62546,0.00100013,0,0,0,446.35,0.00100013,-18.8,-2.4,35.125,39.1436,36.9184,39.2686,37.4685,0,0,0,1663787724.4,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.33967146341463,-0.112516097560978,0.0847344343446752,0,0.467416292682927,0.0654792961672474,0.014536773665338,1,1,2,"1/2",2.97176,2.7537,0.0905228,0.0915384,0.0874358,0.0867671,35430.8,38576.8,35306.4,38514.3,45693.9,50799.6,55190.6,61776.1,1.9832,1.8166,0.0196695,0,24.3954,999.9,46.93,30.887,23.2749,60.9041,48.4335,1,-0.0235366,0.533028,20.1343,5.20172,12.0099,4.9756,3.2938,9999,9999,706.3,9999,1.86356,1.86829,1.86801,1.86926,1.87009,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.49,0.2595,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51834.7,51834.6,1.01562,2.63184,1.54785,2.30103,1.34644,2.31689,35.4754,23.9737,18,501.633,396.43,22.7791,26.9453,29.9996,26.9007,26.8396,20.3559,25.8677,34.0933,22.7421,420,18.4266,102.38,102.827,6
14,1663787732.1,234.5,2022-09-21 14:15:32,14:15:32,5,"a_n_0_111","ozzie",1663787729.6,0.00033752770117998,0.33752770117999,-1.21195455582958,421.312557065893,505.960782716936,45.7819850303612,38.122569652765,0.0200190407981265,2.75611627534264,0.0199386089019324,0.0124688300119776,0.00015962074799999,25.1227682454159,25.1227682454159,3.20302526690267,53.181211783811,1.71286858294174,3.22081525690838,1.49015668396093,-14.8849716220375,13.8217272461817,1.06258745615792,-0.00049729894997163,-1.27634884788701,0.384026477342365,-1.21195455582958,427.860707716338,429.409472727272,-0.014181109888964,65.2680664700152,0.33752770117999,18.4770231327088,18.9202272727273,-0.00525630634033685,119.963237861193,0,0,1,0,48125,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787729.6,421.312555555556,419.975444444444,18.9298111111111,18.4778222222222,414.822444444444,18.6709666666667,500.132111111111,90.3853888888889,0.0998554111111111,25.2157888888889,24.7348,999.9,0,0,10004.4444444444,0,0.220656,1.33694666666667,429.441666666667,427.881666666667,0.452006222222222,419.975444444444,18.4778222222222,1.71097777777778,1.67012555555556,14.9963777777778,14.6215,0.00100013,0,0,0,445.888888888889,0.00100013,-28.1666666666667,-3.61111111111111,35.1387777777778,39.2428888888889,36.937,39.4164444444445,37.5068888888889,0,0,0,1663787729.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.32606146341463,0.180393240418119,0.0811570991608244,0,0.464602731707317,0.0493047386759582,0.0147638053724086,1,1,2,"1/2",2.97275,2.75402,0.0905284,0.0915516,0.0873402,0.0867741,35431.1,38575.9,35306.9,38513.9,45698.6,50799.4,55190.5,61776.4,1.983,1.8166,0.0214577,0,24.381,999.9,46.93,30.887,23.2756,60.7341,48.4776,1,-0.0239024,0.442745,20.1343,5.20411,12.0099,4.9756,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86804,1.86923,1.87009,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.491,0.2583,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51834.7,51834.7,1.01562,2.63428,1.54785,2.2998,1.34644,2.28027,35.4986,23.9737,18,501.459,396.414,22.9706,26.9408,29.9998,26.8962,26.8374,20.3555,25.8677,34.0933,22.93,420,18.4256,102.38,102.827,6
15,1663787737.1,239.5,2022-09-21 14:15:37,14:15:37,5,"a_n_0_111","ozzie",1663787734.3,0.00035582290113527,0.355822901135279,-1.27731519479198,421.293401584716,506.010844947742,45.7873898820782,38.1215648354305,0.0210844307459413,2.75404026611695,0.020995163721484,0.0131299660024836,0.00015962074799999,25.1232590114055,25.1232590114055,3.20311889902842,53.1117820619738,1.71120277401367,3.22188920721384,1.49191612501475,-15.6917899400658,14.5700788838573,1.12099798014226,-0.00055345531822581,-1.30187327814477,0.367627783340875,-1.27731519479198,427.751287318276,429.377181818182,-0.0135584329057973,65.2680664700152,0.355822901135279,18.4787412354144,18.9046703030303,-0.00080911391219463,119.963237861193,0,0,1,0,48400,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787734.3,421.2934,419.9172,18.91104,18.47829,414.8035,18.65293,500.0701,90.38681,0.10016343,25.22139,24.74033,999.9,0,0,9992,0,0.220656,1.376422,429.4141,427.8225,0.4327432,419.9172,18.47829,1.709308,1.670194,14.98122,14.62214,0.00100013,0,0,0,446.35,0.00100013,-12.75,-0.45,35.1808,39.3309,36.9811,39.531,37.562,0,0,0,1663787734.6,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.34246195121951,0.148701951219514,0.0828039580242722,0,0.460994073170732,-0.126195282229964,0.018900807772634,0,0,2,"0/2",2.97307,2.75361,0.0905068,0.0915218,0.0872955,0.0867817,35432.1,38577.1,35307.1,38513.9,45701.7,50798.7,55191.5,61776,1.983,1.817,0.0226498,0,24.3708,999.9,46.93,30.907,23.2995,60.9541,48.3774,1,-0.0247967,0.327778,20.1347,5.20411,12.0099,4.976,3.294,9999,9999,706.3,9999,1.86353,1.86829,1.86804,1.86926,1.87009,1.86615,1.86722,1.86856,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.49,0.2577,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51834.8,51834.8,1.01685,2.63428,1.54785,2.2998,1.34644,2.31445,35.4754,23.9737,18,501.438,396.617,23.1546,26.9384,29.9994,26.8939,26.8351,20.3604,25.8677,34.0933,23.1159,420,18.4214,102.381,102.826,6
16,1663787742.1,244.5,2022-09-21 14:15:42,14:15:42,5,"a_n_0_111","ozzie",1663787739.6,0.00034930837505093,0.349308375050937,-1.33154588172162,421.28477940973,512.196955798995,46.3460967851492,38.1199164492806,0.0206382711489081,2.75723558510662,0.0205528324564675,0.0128531670244653,0.00015962074799999,25.1389813810183,25.1389813810183,3.20611980005871,53.0323057211993,1.71004822335152,3.2245405891676,1.49607157670718,-15.4044993397463,14.3043650853062,1.09944236508011,-0.00053226861206745,-1.24009719840602,0.355357361737978,-1.33154588172162,427.858965893106,429.431109090909,0.0116416003373722,65.2680664700152,0.349308375050937,18.4801928638301,18.8941733333333,-0.00032528010454781,119.963237861193,0,0,1,0,48901,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787739.6,421.284777777778,419.976666666667,18.8987111111111,18.4804555555556,414.795,18.6411111111111,500.136666666667,90.3850444444444,0.0998681666666667,25.2352111111111,24.7626777777778,999.9,0,0,10011.1111111111,0,0.220656,1.30808111111111,429.399888888889,427.884111111111,0.418249888888889,419.976666666667,18.4804555555556,1.70816222222222,1.67035666666667,14.9708,14.6236666666667,0.00100013,0,0,0,436.777777777778,0.00100013,-20.1666666666667,-1.5,35.194,39.4094444444444,37.0068888888889,39.6594444444444,37.583,0,0,0,1663787739.4,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.33641926829268,-0.090937630662021,0.0802760412695072,1,0.450862682926829,-0.254573414634148,0.0256685491655707,0,1,2,"1/2",2.97334,2.75396,0.0905193,0.0915201,0.0872796,0.0867668,35431.9,38577.8,35307.3,38514.5,45702.6,50800.4,55191.6,61777.1,1.983,1.8176,0.0247359,0,24.3585,999.9,46.93,30.907,23.3029,60.3641,47.8726,1,-0.024878,0.241569,20.1348,5.19932,12.0099,4.9756,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86801,1.86923,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.49,0.2576,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51834.9,51834.9,1.01562,2.63062,1.54785,2.29858,1.34644,2.41455,35.4754,23.9737,18,501.397,396.914,23.3332,26.9339,29.9993,26.8893,26.8306,20.3607,25.8677,33.7206,23.2934,420,18.4195,102.382,102.828,6
17,1663787747.1,249.5,2022-09-21 14:15:47,14:15:47,5,"a_n_0_111","ozzie",1663787744.3,0.00035980734917512,0.359807349175128,-1.26273842274221,421.257201575182,504.154025575508,45.6184579310041,38.1175255047364,0.0212364726712275,2.75468355548295,0.0211459376125016,0.0132243129419398,0.00015962074799999,25.1436531931476,25.1436531931476,3.20701197393539,52.9816667494867,1.70919319894599,3.22600873813119,1.4978187749894,-15.8675040986231,14.7332524734912,1.13352626729337,-0.00056573709059648,-1.19037924230525,0.365633390808664,-1.26273842274221,427.892594064841,429.403563636364,0.00681662920843058,65.2680664700152,0.359807349175128,18.4518783385203,18.8793054545454,-0.00044859028311363,119.963237861193,0,0,1,0,48118,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787744.3,421.2572,420.0139,18.88921,18.45885,414.7677,18.63199,500.1304,90.38506,0.10010052,25.24286,24.77477,999.9,0,0,9996,0,0.220656,1.243533,429.3676,427.9126,0.4303462,420.0139,18.45885,1.7073,1.668404,14.96297,14.60554,0.00100013,0,0,0,448.8,0.00100013,-25.85,-2.8,35.25,39.4811,37.062,39.781,37.625,0,0,0,1663787744.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.32176487804878,-0.320633101045297,0.0942507604710719,0,0.436749804878049,-0.134435540069686,0.0169990191240977,0,0,2,"0/2",2.97378,2.75359,0.0905041,0.0915217,0.0872277,0.0866832,35432.4,38578.8,35307.2,38515.5,45705.4,50805.9,55191.8,61778.1,1.9832,1.8164,0.025928,0,24.3503,999.9,46.93,30.887,23.2749,60.7641,47.7123,1,-0.0254878,0.162092,20.1349,5.20172,12.0099,4.976,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86801,1.8692,1.87009,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.489,0.2569,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51835,51835,1.01562,2.62573,1.54785,2.30103,1.34644,2.43408,35.4754,23.9737,18,501.509,396.225,23.496,26.9271,29.9993,26.8871,26.8261,20.3609,25.8677,33.7206,23.4578,420,18.4207,102.382,102.83,6
18,1663787752.1,254.5,2022-09-21 14:15:52,14:15:52,5,"a_n_0_111","ozzie",1663787749.6,0.00035313544323338,0.353135443233388,-1.31990546918782,421.298557212831,510.576145264988,46.1988659325494,38.1206911892654,0.0207803666568436,2.75345815273113,0.0206936317875459,0.012941282368248,0.00015962074799999,25.1591046364932,25.1591046364932,3.20996427461639,52.8962766699462,1.70782528052362,3.22863042172105,1.50213899409277,-15.5732730465924,14.4594491805972,1.11311880287998,-0.00054544236720666,-1.27300652017387,0.358206153768552,-1.31990546918782,427.809634608418,429.421290909091,0.00037655588186132,65.2680664700152,0.353135443233388,18.4528973835982,18.8702618181818,-0.00018926668423107,119.963237861193,0,0,1,0,47839,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787749.6,421.298555555556,419.952222222222,18.8743777777778,18.4527,414.808666666667,18.6177888888889,500.067,90.3838,0.0999924,25.2565111111111,24.7969,999.9,0,0,9988.88888888889,0,0.220656,1.34630444444444,429.403222222222,427.847111111111,0.421678555555556,419.952222222222,18.4527,1.70593888888889,1.66782444444444,14.9505555555556,14.6001666666667,0.00100013,0,0,0,440.111111111111,0.00100013,-13.5,-0.833333333333333,35.25,39.5482222222222,37.097,39.8956666666667,37.6594444444444,0,0,0,1663787749.6,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.31320853658537,-0.0933194425087104,0.0905821115856869,1,0.427855512195122,-0.0320739930313589,0.00831791405641169,1,2,2,"2/2",2.97312,2.75377,0.0905222,0.0915159,0.087201,0.0866944,35432,38579,35307.4,38515.4,45707.3,50804.8,55192.4,61777.6,1.9832,1.817,0.0275671,0,24.3421,999.9,46.93,30.907,23.3009,60.9541,47.7724,1,-0.0253049,0.100305,20.1349,5.20052,12.0099,4.976,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86801,1.86923,1.87009,1.86615,1.86722,1.86856,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.49,0.2565,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51835.1,51835.1,1.01562,2.62573,1.54785,2.30103,1.34644,2.42188,35.4986,23.9824,18,501.468,396.538,23.6519,26.9225,29.9997,26.8825,26.8239,20.3626,25.8677,33.7206,23.6135,420,18.4263,102.383,102.83,6
19,1663787757.1,259.5,2022-09-21 14:15:57,14:15:57,5,"a_n_0_111","ozzie",1663787754.3,0.0003443705251442,0.344370525144208,-1.09827349767836,421.300301372785,495.962559274334,44.8764904158849,38.1207786418962,0.020221521327335,2.75617684821557,0.0201394595582922,0.0125945072865348,0.00015962074799999,25.1709488450946,25.1709488450946,3.2122289501356,52.8438598079682,1.7070812683079,3.23042501912492,1.5051476818277,-15.1867401588596,14.1014581008215,1.08460465660594,-0.00051778068410079,-1.25205034871947,0.349519799580988,-1.09827349767836,427.905268428897,429.344836363636,-0.0204499815628563,65.2680664700152,0.344370525144208,18.4558360761562,18.8625078787879,-0.0001523437941893,119.963237861193,0,0,1,0,47978,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787754.3,421.3003,419.9749,18.86619,18.45479,414.8103,18.60992,500.1347,90.38361,0.10001538,25.26585,24.80264,999.9,0,0,10005,0,0.220656,1.325452,429.4014,427.8711,0.4113922,419.9749,18.45479,1.705196,1.668009,14.94377,14.60187,0.00100013,0,0,0,437.1,0.00100013,-18.85,0.7,35.2748,39.6187,37.125,39.9997,37.6996,0,0,0,1663787754.4,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.30581682926829,0.107888362369341,0.0779853006299053,0,0.421805463414634,-0.0308669059233447,0.00812683328389793,1,1,2,"1/2",2.97271,2.75353,0.0905179,0.0915343,0.0871746,0.0866925,35432.2,38577.9,35307.5,38515.1,45708.1,50804.6,55191.9,61777.1,1.9832,1.817,0.0287592,0,24.3339,999.9,46.93,30.907,23.2997,60.9641,47.9447,1,-0.0256707,0.0495425,20.1348,5.20052,12.0088,4.9756,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86801,1.86926,1.87006,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.49,0.2561,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51835.2,51835.1,1.01562,2.62573,1.54785,2.2998,1.34644,2.39258,35.4986,23.9824,18,501.427,396.506,23.7902,26.9179,29.9999,26.878,26.8194,20.3641,25.8677,33.7206,23.7535,420,18.4271,102.382,102.829,6
20,1663787762.1,264.5,2022-09-21 14:16:02,14:16:02,5,"a_n_0_111","ozzie",1663787759.6,0.00033818371440887,0.338183714408876,-1.13689909597761,421.266556980045,500.749796284129,45.310352305011,38.1183102873482,0.0198148844355465,2.75874027387784,0.0197361558280042,0.0123421446712591,0.00015962074799999,25.1840072074419,25.1840072074419,3.2147273962944,52.7875914680844,1.70640761412467,3.23259229426364,1.50831978216973,-14.9139018054314,13.8489221819297,1.06432148934332,-0.00049851341042206,-1.2209191360404,0.343042065668435,-1.13689909597761,427.906518151127,429.320078787879,-0.00502553991014871,65.2680664700152,0.338183714408876,18.4552690173051,18.8542296969697,-9.91969718618459e-05,119.963237861193,0,0,1,0,47791,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787759.6,421.266555555556,419.975111111111,18.8584555555556,18.4546444444444,414.777,18.6025111111111,500.094444444444,90.3852777777778,0.0997361777777778,25.2771222222222,24.8266666666667,999.9,0,0,10020,0,0.220656,1.29154111111111,429.363888888889,427.871222222222,0.403809,419.975111111111,18.4546444444444,1.70452555555556,1.66802555555556,14.9377111111111,14.6020444444444,0.00100013,0,0,0,444.333333333333,0.00100013,-10.3888888888889,-1.77777777777778,35.312,39.694,37.187,40.1318888888889,37.75,0,0,0,1663787759.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,1.30125195121951,0.091733728222999,0.0790671979169405,1,0.417211463414634,-0.096879846689895,0.0111165553536871,1,2,2,"2/2",2.97252,2.75392,0.0905189,0.0915186,0.087161,0.0866927,35432.2,38580.2,35307.5,38516.7,45709.6,50806.4,55192.8,61779.4,1.9834,1.8174,0.0317395,0,24.3278,999.9,46.93,30.907,23.2991,60.9742,48.1611,1,-0.0262602,-0.0191939,20.1346,5.19932,12.0099,4.9756,3.294,9999,9999,706.3,9999,1.86356,1.86829,1.86798,1.86926,1.87009,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.489,0.2559,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51835.2,51835.2,1.01562,2.62939,1.54785,2.2998,1.34644,2.37427,35.4986,23.9737,18,501.539,396.695,23.9242,26.9111,29.9999,26.8758,26.8149,20.3648,25.8677,33.7206,23.8906,420,18.4271,102.383,102.833,6
